Time(hours),strain (ustrain),Stress ,Temperature,Humidity
641.2666925,8507.631656,6.02,19.4,69
641.7666911,8503.589282,6.02,19.4,67
642.2666983,8506.292096,6.02,19.4,67
642.7666933,8506.564746,6.02,19.4,67
643.2666931,8506.292096,6.02,19.4,67
643.7666947,8512.764708,6.02,19.4,68
644.2666944,8513.298144,6.02,19.4,68
644.7667028,8515.194833,6.02,19.4,67
645.2667231,8516.546258,6.02,19.4,66
645.76669,8516.546258,6.02,19.4,64
646.2666967,8516.818947,6.02,19.4,64
646.7666986,8515.740172,6.02,19.4,63
647.2666914,8515.740172,6.02,19.4,62
647.7666994,8511.685933,6.02,19.4,60
648.2667044,8508.176957,6.02,19.4,59
648.7667053,8505.201493,6.02,19.4,58
649.2666922,8502.237856,6.02,19.4,58
649.7666994,8499.807656,6.02,19.4,57
650.2666956,8498.45623,6.02,19.4,56
650.7666944,8498.195445,6.02,19.4,57
651.2666933,8496.832191,6.02,19.4,57
651.7666911,8496.026067,6.02,19.4,57
652.2666928,8496.57133,6.02,19.4,57
652.7667064,8496.298679,6.02,19.4,57
653.2667172,8495.480766,6.02,19.3,58
653.7669175,8498.596019,6.02,19.3,58
654.2666942,8496.971943,6.02,19.3,58
654.7666903,8494.541703,6.02,19.3,58
655.2666917,8493.723789,6.02,19.3,57
655.7666994,8493.190278,6.02,19.2,57
656.2669256,8503.806852,6.02,19.2,57
656.7667019,8501.376651,6.02,19.2,57
657.2666944,8499.752574,6.02,19.2,57
657.7666903,8497.06155,6.02,19.2,56
658.2666944,8498.140364,6.02,19.2,56
658.7666972,8497.322411,6.02,19.1,56
659.2666917,8497.867751,6.02,19.2,56
659.7669169,8483.581665,6.02,19.2,57
660.2666939,8484.115139,6.02,19.2,57
660.7667014,8487.363254,6.02,19.2,58
661.2667217,8486.54534,6.02,19.2,58
661.7666939,8487.363254,6.02,19.1,58
662.2666922,8487.635904,6.02,19.1,58
662.7666942,8488.430201,6.02,19.1,58
663.2666944,8490.326928,6.02,19.1,57
663.7666981,8490.326928,6.02,19.1,56
664.2667067,8490.326928,6.02,19.1,55
664.7667031,8489.520804,6.02,19.1,55
665.2666931,8490.326928,6.02,19.2,55
665.7666939,8490.326928,6.02,19.2,55
666.2666947,8492.757129,6.02,19.2,55
666.7666942,8496.538756,6.02,19.2,55
667.2669167,8511.115522,6.02,19.3,56
667.7666944,8514.624498,6.02,19.4,56
668.2666922,8518.951311,6.02,19.5,56
668.7667047,8524.617799,6.02,19.5,56
669.2667211,8527.854086,6.02,19.5,56
669.7666933,8530.556938,6.02,19.6,57
670.2666928,8529.737837,6.02,19.6,57
670.7666953,8534.870813,6.02,19.6,58
671.2666911,8538.107062,6.02,19.6,59
671.7666997,8541.355254,6.02,19.6,60
672.2667044,8545.94289,6.02,19.6,61
672.7667044,8555.10645,6.02,19.6,62
673.2666936,8557.536651,6.02,19.6,62
673.7666958,8559.421474,6.02,19.6,62
674.2666961,8566.16666,6.02,19.6,63
674.7666958,8570.481684,6.02,19.6,64
675.2666947,8576.420823,6.02,19.6,65
675.7666917,8581.814584,6.02,19.6,66
676.2666942,8589.365895,6.02,19.6,67
676.7667067,8593.669053,6.02,19.6,67
677.2667203,8600.947751,6.02,19.6,68
677.7666944,8606.341512,6.02,19.6,68
678.2666972,8611.201837,6.02,19.6,68
678.7666922,8614.971636,6.02,19.6,69
679.2666989,8619.820096,6.02,19.6,69
679.7667,8624.929378,6.02,19.6,69
680.2667008,8628.710967,6.02,19.6,70
680.7667031,8634.092861,6.02,19.6,70
681.2666961,8640.292746,6.02,19.6,70
681.7666914,8647.559579,6.02,19.5,71
682.266695,8651.60199,6.02,19.6,71
682.7667025,8653.486852,6.02,19.6,69
683.2666922,8652.147292,6.02,19.6,65
683.7666947,8650.795866,6.02,19.6,63
684.2666956,8650.523177,6.02,19.6,62
684.7667094,8652.941474,6.02,19.6,62
685.26672,8652.147292,6.02,19.6,63
685.7669197,8649.808383,6.02,19.6,63
686.2666925,8651.159809,6.02,19.6,62
686.7666939,8649.002258,6.02,19.6,61
687.266695,8649.54756,6.02,19.6,61
687.7666997,8651.965933,6.02,19.6,61
688.2667028,8652.772057,6.02,19.6,61
688.7667039,8652.238545,6.02,19.6,61
689.2666953,8655.463043,6.02,19.6,61
689.7666964,8657.620593,6.02,19.6,62
690.2666947,8662.741818,6.02,19.6,63
690.7666953,8666.499675,6.02,19.6,64
691.2666933,8669.736038,6.02,19.6,64
691.766695,8675.651445,6.02,19.6,65
692.2666928,8674.572708,6.02,19.6,63
692.7667053,8677.808995,6.02,19.6,64
693.2667225,8684.542469,6.02,19.6,66
693.7666969,8689.912574,6.02,19.6,67
694.2666939,8694.488421,6.02,19.7,67
694.7667008,8702.834144,6.02,19.7,68
695.2666936,8713.614086,6.02,19.7,69
695.7667003,8720.33577,6.02,19.7,70
696.2667056,8727.32999,6.02,19.7,70
696.7667014,8731.087923,6.02,19.7,69
697.2666953,8730.020976,6.02,19.7,67
697.7666958,8730.554411,6.02,19.7,65
698.2669161,8717.579254,6.02,19.7,63
698.7667019,8711.924593,6.02,19.7,61
699.2667006,8708.972785,6.02,19.7,61
699.7666983,8708.439349,6.02,19.7,60
700.2666939,8701.433263,6.02,19.6,58
700.7667083,8697.141895,6.02,19.6,53
701.2667194,8690.953799,6.02,19.6,51
701.7669194,8691.012134,6.02,19.6,52
702.2667014,8685.096651,6.02,19.6,51
702.7666925,8676.490258,6.02,19.5,50
703.2669189,8673.189435,6.02,19.4,50
703.7667028,8666.728574,6.02,19.4,49
704.2669267,8672.879005,6.02,19.3,48
704.7667028,8663.454392,6.02,19.3,46
705.2667008,8658.344957,6.02,19.3,45
705.7666936,8651.338718,6.02,19.2,45
706.2666969,8645.411292,6.02,19.2,44
706.7669225,8633.964555,6.02,19.2,44
707.2666928,8628.582584,6.02,19.2,44
707.7666953,8626.958545,6.02,19.2,44
708.2667017,8623.994947,6.02,19.2,44
708.7667067,8622.110086,6.02,19.2,45
709.2669419,8626.730641,6.02,19.2,45
709.7666964,8624.833914,6.02,19.1,45
710.2666933,8621.064191,6.02,19.1,46
710.766695,8620.791579,6.02,19.1,46
711.2666956,8620.258144,6.02,19.1,46
711.7666956,8620.791579,6.02,19.1,46
712.2667003,8622.143005,6.02,19.1,46
712.7667011,8625.106526,6.02,19.1,46
713.2666892,8624.300478,6.02,19.2,46
713.7666911,8625.640038,6.02,19.2,45
714.2666939,8625.106526,6.02,19.2,45
714.7666911,8623.221665,6.02,19.2,44
715.2666944,8615.882641,6.02,19.2,45
715.7666933,8618.312804,6.02,19.3,46
716.26669,8617.779368,6.02,19.3,45
716.7667069,8616.155254,6.02,19.3,44
717.2667189,8616.155254,6.02,19.3,44
717.7666917,8617.518545,6.02,19.4,46
718.2666908,8620.742967,6.02,19.4,46
718.7666925,8619.936842,6.02,19.4,45
719.2666886,8621.549014,6.02,19.5,46
719.7666967,8623.173053,6.02,19.5,46
720.2667075,8627.203598,6.02,19.5,48
720.7666983,8626.583579,6.02,19.5,48
721.2666914,8627.662392,6.02,19.5,48
721.7666969,8628.195751,6.02,19.5,48
722.2666908,8628.195751,6.02,19.4,48
722.7666933,8627.662392,6.02,19.4,48
723.2669183,8631.609187,6.02,19.4,49
723.7666897,8629.997014,6.02,19.4,50
724.2666914,8629.724325,6.02,19.4,50
724.7667031,8628.100287,6.02,19.4,48
725.2667175,8624.875789,6.02,19.3,48
725.7666961,8622.718239,6.02,19.3,47
726.2666928,8622.445627,6.02,19.3,47
726.7666892,8619.481952,6.02,19.3,46
727.2669153,8618.40689,6.02,19.2,46
727.7666992,8615.976727,6.02,19.2,45
728.2666983,8612.74044,6.02,19.2,45
728.7667011,8612.479694,6.02,19.2,45
729.2666931,8608.698105,6.02,19.2,45
729.7666897,8605.734431,6.02,19.1,45
730.2669172,8605.204593,6.02,19.1,45
730.7667,8601.162182,6.02,19.1,45
731.2666897,8597.11977,6.02,19,45
731.7666911,8596.847158,6.02,19,45
732.2666936,8593.326392,6.02,19,44
732.766925,8602.682488,6.02,19,44
733.2667192,8599.71889,6.02,18.9,44
733.7666936,8600.797627,6.02,18.9,44
734.2666908,8598.912766,6.02,18.9,44
734.7666914,8595.949091,6.02,18.9,44
735.2669175,8600.008957,6.02,18.9,44
735.7666997,8601.360383,6.02,18.9,44
736.2667003,8598.93022,6.02,18.9,45
736.7669286,8594.298488,6.02,18.7,45
737.26669,8590.5169,6.02,18.7,45
737.7666919,8598.3409,6.02,18.9,45
738.2669139,8602.714641,6.02,19,44
738.7666939,8605.939062,6.02,19,44
739.2669142,8611.543043,6.02,19.1,44
739.7666981,8614.245895,6.02,19.2,44
740.2666903,8616.130833,6.02,19.2,44
740.7667083,8619.378986,6.02,19.2,44
741.2667189,8620.445933,6.02,19.2,44
741.7666894,8623.943043,6.02,19.3,44
742.2666919,8625.033646,6.02,19.3,43
742.7666922,8603.424995,6.02,19.4,44
743.2666917,8608.012708,6.02,19.4,46
743.7667022,8617.709856,6.02,19.5,46
744.2667033,8620.12823,6.02,19.5,47
744.7666986,8624.715943,6.02,19.6,48
745.2666919,8624.988632,6.02,19.5,48
745.7666933,8629.564555,6.02,19.5,48
746.2666956,8630.631502,6.02,19.5,48
746.7666942,8631.982928,6.02,19.5,49
747.2666931,8635.219292,6.02,19.5,51
747.7666911,8639.522526,6.02,19.5,51
748.2666919,8643.564938,6.02,19.5,52
748.7667058,8646.801301,6.02,19.5,52
749.2667178,8645.449799,6.02,19.4,52
749.7666917,8647.607426,6.02,19.4,52
750.2666944,8648.958852,6.02,19.4,53
750.7666903,8648.140861,6.02,19.4,52
751.2666978,8649.480498,6.02,19.3,52
751.7667047,8647.868172,6.02,19.3,52
752.2666997,8645.995177,6.02,19.3,52
752.766925,8664.631656,6.02,19.2,51
753.2666981,8663.28023,6.02,19.2,51
753.7669153,8663.585455,6.02,19.2,51
754.2666917,8658.736842,6.02,19.2,51
754.7666975,8658.46423,6.02,19.1,51
755.2669142,8648.979368,6.02,19.1,51
755.7666933,8644.9489,6.02,19.1,51
756.2669236,8656.269167,6.02,19,50
756.7666978,8654.111694,6.02,19,50
757.2666967,8651.420708,6.02,18.9,51
757.7669131,8650.79288,6.02,18.9,51
758.2666878,8652.677742,6.02,18.9,51
758.7666869,8656.72023,6.02,18.9,51
759.26669,8660.490105,6.02,19,52
759.7666933,8670.18733,6.02,19,52
760.2666969,8675.569455,6.02,19.1,53
760.7669206,8677.114105,6.02,19.2,54
761.2666869,8680.611292,6.02,19.2,53
761.7666883,8683.574967,6.02,19.2,52
762.2666894,8684.926392,6.02,19.2,52
762.76669,8688.411636,6.02,19.3,51
763.2669106,8680.581742,6.02,19.4,51
763.7666906,8687.04245,6.02,19.4,51
764.2666861,8687.04245,6.02,19.4,50
764.7667017,8690.53956,6.02,19.5,51
765.2666992,8692.151732,6.02,19.5,50
765.7666861,8694.036517,6.02,19.6,50
766.2666875,8695.648766,6.02,19.6,50
766.7666942,8697.000191,6.02,19.7,50
767.2666908,8700.758048,6.02,19.7,50
767.7666942,8699.346833,6.02,19.8,50
768.2666986,8704.183426,6.02,19.8,50
768.7666953,8703.64999,6.02,19.7,50
769.2669144,8716.830086,6.02,19.7,50
769.7666917,8716.557474,6.02,19.7,50
770.2666864,8717.897033,6.02,19.7,51
770.7666922,8718.442335,6.02,19.6,52
771.26669,8721.133244,6.02,19.6,53
771.7666875,8723.018105,6.02,19.6,54
772.2666903,8727.048651,6.02,19.6,56
772.7667017,8730.012172,6.02,19.5,56
773.2666972,8731.351732,6.02,19.5,56
773.7666886,8734.042718,6.02,19.5,56
774.2666908,8735.394067,6.02,19.5,57
774.7666872,8737.278928,6.02,19.4,57
775.2666889,8740.491483,6.02,19.4,59
775.7666964,8742.115445,6.02,19.4,58
776.2669217,8736.806278,6.02,19.4,58
776.7666975,8736.533589,6.02,19.3,58
777.2666919,8736.533589,6.02,19.3,58
777.7666881,8735.194029,6.02,19.3,58
778.2666889,8735.454852,6.02,19.2,57
778.7666944,8737.0671,6.02,19.2,57
779.2669114,8739.131713,6.02,19.2,57
779.7666881,8739.937761,6.02,19.2,57
780.2666903,8739.404325,6.02,19.2,57
780.7666986,8738.598201,6.02,19.2,57
781.2667022,8736.179904,6.02,19.1,55
781.766915,8742.811483,6.02,19.1,54
782.2666894,8738.780938,6.02,19.1,53
782.7666881,8737.168689,6.02,19.1,52
783.2666897,8735.568383,6.02,19.1,51
783.7666942,8734.750392,6.02,19.1,51
784.2666972,8736.362565,6.02,19.1,50
784.7667011,8734.477703,6.02,19.1,47
785.2666867,8733.410833,6.02,19.2,47
785.7666897,8734.750392,6.02,19.2,47
786.2666919,8728.834986,6.02,19.2,44
786.766695,8727.48356,6.02,19.2,44
787.2666889,8727.222813,6.02,19.3,44
787.7666917,8726.96199,6.02,19.3,44
788.2666875,8725.871388,6.02,19.3,44
788.7667008,8725.610488,6.02,19.3,44
789.2667033,8725.077129,6.02,19.3,44
789.7666875,8724.271005,6.02,19.3,44
790.2666911,8724.271005,6.02,19.3,44
790.7666897,8723.180402,6.02,19.3,44
791.2666875,8721.030354,6.02,19.4,44
791.7666956,8722.097301,6.02,19.4,46
792.2666992,8725.0609,6.02,19.4,50
792.7666969,8730.703694,6.02,19.4,53
793.2666897,8739.310163,6.02,19.4,58
793.7666908,8752.492478,6.02,19.4,62
794.2666883,8764.311579,6.02,19.4,64
794.7666933,8777.482029,6.02,19.4,67
795.2666906,8786.349244,6.02,19.4,67
795.7666883,8780.22201,6.02,19.4,68
796.2669131,8804.745799,6.02,19.4,66
796.7667022,8806.073493,6.02,19.4,62
797.2667008,8803.121761,6.02,19.4,60
797.7666906,8804.200498,6.02,19.4,60
798.2666919,8802.327502,6.02,19.4,60
798.7666903,8798.557703,6.02,19.3,56
799.2669139,8782.558545,6.02,19.3,54
799.7666975,8772.885206,6.02,19.2,52
800.2666972,8767.775923,6.02,19.2,51
800.7669239,8773.329072,6.02,19.1,50
801.2666928,8767.425531,6.02,19.1,50
801.7669136,8750.018067,6.02,19,49
802.266695,8744.363407,6.02,19,49
802.7667,8741.672344,6.02,19,48
803.26669,8735.223273,6.02,18.9,48
803.7669133,8751.339407,6.02,18.8,47
804.2666911,8744.09623,6.02,18.8,46
804.7669239,8734.274756,6.02,18.7,45
805.2666997,8728.880842,6.02,18.6,44
805.7666922,8725.122833,6.02,18.6,44
806.2669136,8728.409722,6.02,18.6,43
806.76669,8725.445971,6.02,18.5,44
807.2666936,8724.3791,6.02,18.5,45
807.7666936,8724.639923,6.02,18.5,47
808.2666994,8726.524785,6.02,18.5,50
808.7667003,8731.361531,6.02,18.5,51
809.2666886,8736.210067,6.02,18.6,51
809.76669,8737.277091,6.02,18.6,50
810.2666928,8737.822316,6.02,18.6,48
810.7666919,8738.62844,6.02,18.7,46
811.2669117,8737.19334,6.02,18.7,48
811.7666922,8737.999388,6.02,18.8,46
812.26669,8736.920651,6.02,18.9,44
812.7667017,8741.76911,6.02,18.9,43
813.2667,8740.95112,6.02,19,44
813.7666883,8742.324287,6.02,19,43
814.2666894,8738.554565,6.02,19.1,42
814.7666919,8737.74844,6.02,19.1,41
815.2666889,8736.930526,6.02,19.1,41
815.7666964,8736.136268,6.02,19.1,42
816.2667003,8740.712115,6.02,19.1,45
816.7666972,8745.809531,6.02,19.1,48
817.2666908,8750.112689,6.02,19.1,50
817.7666922,8755.221895,6.02,19.2,52
818.2666892,8760.058565,6.02,19.2,53
818.7666961,8746.511847,6.02,19.2,52
819.2666917,8748.669244,6.02,19.2,53
819.7666889,8752.427177,6.02,19.2,52
820.2666925,8749.475368,6.02,19.1,51
820.7667039,8748.135809,6.02,19.1,51
821.2669228,8757.742163,6.02,19.1,50
821.7666858,8754.517742,6.02,19.1,49
822.2666922,8749.408536,6.02,19,48
822.7666944,8748.068976,6.02,19,47
823.2666867,8743.765818,6.02,19,47
823.7666931,8739.462737,6.02,18.9,46
824.2669228,8743.081646,6.02,18.9,46
824.7666956,8738.2449,6.02,18.8,45
825.2666875,8732.602105,6.02,18.8,44
825.7669153,8742.933971,6.02,18.7,45
826.2666906,8743.194718,6.02,18.7,49
826.7666914,8742.38867,6.02,18.7,50
827.2666867,8742.115981,6.02,18.7,50
827.7666867,8745.079502,6.02,18.6,51
828.2666875,8742.38867,6.02,18.6,50
828.7669211,8752.174928,6.02,18.5,50
829.2666958,8749.211483,6.02,18.5,50
829.7669114,8749.377531,6.02,18.5,50
830.266685,8750.456191,6.02,18.5,50
830.7666856,8752.341053,6.02,18.6,49
831.2666928,8753.147177,6.02,18.6,48
831.7666928,8754.214048,6.02,18.6,47
832.2666953,8741.657416,6.02,18.6,46
832.7666961,8743.269512,6.02,18.7,45
833.2666911,8746.505952,6.02,18.7,44
833.7666875,8749.196938,6.02,18.8,44
834.2666883,8750.263809,6.02,18.8,43
834.7666894,8748.924249,6.02,18.9,43
835.2666864,8742.066679,6.02,18.9,43
835.7666897,8742.066679,6.02,19,44
836.2666856,8746.097225,6.02,19,44
836.7666983,8747.436785,6.02,19.1,45
837.2666975,8752.818756,6.02,19.1,47
837.7666842,8756.576612,6.02,19.1,49
838.2666936,8761.413359,6.02,19.1,50
838.7666889,8763.025608,6.02,19.1,51
839.2666911,8765.989129,6.02,19.1,51
839.7666931,8768.941014,6.02,19.1,51
840.2666978,8766.524555,6.02,19.2,51
840.7666958,8762.766775,6.02,19.2,50
841.2666881,8764.912459,6.02,19.2,49
841.7666878,8766.524555,6.02,19.2,50
842.2666894,8766.251943,6.02,19.1,50
842.7669142,8761.066488,6.02,19.1,51
843.2666889,8762.67866,6.02,19,52
843.7666861,8761.066488,6.02,19,52
844.2666875,8759.987751,6.02,19,53
844.7667,8762.951349,6.02,18.9,53
845.2666992,8762.145225,6.02,18.9,53
845.7666869,8759.987751,6.02,18.9,52
846.2669122,8767.254584,6.02,18.8,51
846.7666847,8766.709282,6.02,18.8,51
847.2666872,8767.787943,6.02,18.8,52
847.7666936,8768.333244,6.02,18.8,53
848.2666947,8770.478928,6.02,18.7,53
848.7669158,8769.549397,6.02,18.7,53
849.2666892,8769.276861,6.02,18.6,54
849.7666864,8767.664536,6.02,18.6,53
850.2666878,8766.040574,6.02,18.6,53
850.7666933,8766.040574,6.02,18.6,53
851.2666861,8766.31311,6.02,18.5,53
851.7666872,8763.100555,6.02,18.5,52
852.2669136,8773.67533,6.02,18.4,51
852.7666972,8770.178144,6.02,18.4,50
853.2666972,8770.996134,6.02,18.4,50
853.7666889,8765.341397,6.02,18.4,49
854.2666919,8770.178144,6.02,18.4,50
854.7666872,8769.905455,6.02,18.5,50
855.26669,8771.25688,6.02,18.5,50
855.7666972,8773.141895,6.02,18.5,50
856.2666961,8774.481455,6.02,18.5,50
856.7666983,8780.124325,6.02,18.5,51
857.2666869,8780.657761,6.02,18.6,50
857.7666872,8782.542622,6.02,18.6,51
858.2666886,8777.966699,6.02,18.5,50
858.7666947,8774.208766,6.02,18.4,49
859.2666881,8773.141895,6.02,18.4,50
859.7666894,8763.456459,6.02,18.1,52
860.2669103,8761.020938,6.02,18,52
860.7667008,8763.439158,6.02,18.3,50
861.2666983,8765.584842,6.02,18.4,48
861.7669092,8782.020746,6.02,18.5,47
862.2666883,8783.621053,6.02,18.5,47
862.7666903,8789.003024,6.02,18.6,48
863.2666878,8792.76088,6.02,18.6,48
863.7666939,8798.937033,6.02,18.7,50
864.2669203,8785.880957,6.02,18.7,50
864.7666964,8788.026641,6.02,18.8,50
865.2666894,8791.263005,6.02,18.8,51
865.7666908,8795.020861,6.02,18.8,51
866.2666928,8797.166622,6.02,18.8,52
866.7666925,8799.584995,6.02,18.8,52
867.2666903,8802.536804,6.02,18.8,52
867.7666864,8803.070239,6.02,18.8,52
868.2666878,8803.070239,6.02,18.8,52
868.7667008,8803.876364,6.02,18.8,52
869.2669194,8806.830316,6.02,18.8,52
869.7666886,8807.103005,6.02,18.8,53
870.2666908,8809.248766,6.02,18.8,53
870.7666867,8810.05489,6.02,18.7,53
871.2666939,8809.782201,6.02,18.7,52
871.7666961,8808.976077,6.02,18.7,52
872.2666956,8807.909129,6.02,18.7,52
872.7666967,8807.363904,6.02,18.7,52
873.26669,8808.181818,6.02,18.7,52
873.7669111,8811.075062,6.02,18.7,52
874.2666942,8811.075062,6.02,18.6,52
874.7666947,8809.735502,6.02,18.6,53
875.2666867,8809.735502,6.02,18.6,53
875.7669147,8808.69045,6.02,18.5,53
876.2666897,8804.671847,6.02,18.5,53
876.7666986,8802.786833,6.02,18.4,53
877.2666969,8806.011407,6.02,18.4,53
877.7669156,8802.681569,6.02,18.4,53
878.2666878,8802.148134,6.02,18.4,52
878.7666903,8804.82733,6.02,18.5,52
879.266695,8805.099943,6.02,18.5,52
879.7666944,8807.245627,6.02,18.5,52
880.2667003,8813.421856,6.02,18.6,52
880.7666989,8812.615885,6.02,18.6,52
881.2666869,8811.82155,6.02,18.5,52
881.7666889,8815.151005,6.02,18.5,52
882.26669,8817.830124,6.02,18.6,52
882.7666922,8823.176498,6.02,18.6,52
883.2666889,8826.400995,6.02,18.7,52
883.7666911,8830.716019,6.02,18.7,52
884.2669164,8832.178833,6.02,18.8,53
884.7667003,8833.518392,6.02,18.8,53
885.2666994,8837.039158,6.02,18.9,54
885.7666875,8841.875751,6.02,18.9,54
886.2666886,8845.384651,6.02,18.9,54
886.7666903,8847.269512,6.02,18.9,55
887.2666886,8845.883177,6.02,18.9,55
887.766695,8847.507368,6.02,19,55
888.2667003,8853.162029,6.02,19,56
888.7666961,8855.853091,6.02,18.9,57
889.2666942,8858.816766,6.02,18.9,57
889.76669,8860.44088,6.02,18.9,58
890.2666881,8862.053129,6.02,18.9,59
890.7666947,8865.289416,6.02,18.9,60
891.2666914,8870.671541,6.02,18.9,60
891.7666878,8876.338144,6.02,18.9,61
892.2666906,8881.447502,6.02,18.9,62
892.7667033,8884.683866,6.02,18.9,62
893.2666969,8888.441914,6.02,18.9,62
893.7666889,8891.678278,6.02,18.9,62
894.2666906,8893.563062,6.02,18.9,62
894.7666925,8893.563062,6.02,18.9,62
895.2669147,8896.335885,6.02,18.9,61
895.7666975,8898.754258,6.02,18.8,61
896.2666981,8897.14201,6.02,18.8,61
896.7666994,8900.6511,6.02,18.8,61
897.2666967,8903.057608,6.02,18.8,61
897.7666878,8902.796746,6.02,18.8,61
898.2666936,8907.906029,6.02,18.8,61
898.7666997,8910.869856,6.02,18.8,61
899.2666883,8913.299904,6.02,18.8,62
899.7666944,8915.979139,6.02,18.8,63
900.2666903,8918.397321,6.02,18.8,63
900.7666992,8917.603062,6.02,18.8,63
901.2666994,8916.785263,6.02,18.7,62
901.7666911,8918.942584,6.02,18.7,62
902.26669,8922.973206,6.02,18.7,62
902.7669142,8941.72134,6.02,18.7,61
903.2666908,8943.606124,6.02,18.7,61
903.7666933,8944.400383,6.02,18.7,61
904.2666992,8947.364019,6.02,18.7,61
904.7666992,8947.364019,6.02,18.7,61
905.2666881,8945.75177,6.02,18.7,60
905.7666906,8941.448612,6.02,18.7,57
906.2666936,8938.21244,6.02,18.7,55
906.7666969,8933.375694,6.02,18.7,53
907.2666911,8927.720957,6.02,18.7,50
907.7666914,8923.145072,6.02,18.7,50
908.2666892,8917.77512,6.02,18.7,48
908.7667011,8912.381435,6.02,18.7,46
909.2667006,8907.544689,6.02,18.7,45
909.7666964,8908.611483,6.02,18.8,45
910.2666897,8905.387177,6.02,18.8,44
910.7666914,8905.659713,6.02,18.8,45
911.2666881,8903.502201,6.02,18.8,45
911.7667,8900.266029,6.02,18.8,45
912.2667019,8899.199043,6.02,18.8,45
912.7666983,8900.811292,6.02,18.8,46
913.2666958,8897.314067,6.02,18.8,46
913.7666933,8895.962679,6.02,18.8,46
914.2666894,8894.884019,6.02,18.8,47
914.7666939,8894.623158,6.02,18.7,47
915.2666914,8891.37512,6.02,18.7,47
915.7666931,8893.532632,6.02,18.7,48
916.2666908,8892.192919,6.02,18.7,48
916.7667039,8889.229282,6.02,18.7,47
917.2666983,8888.150622,6.02,18.7,48
917.7666897,8891.114258,6.02,18.7,48
918.2666933,8888.150622,6.02,18.7,48
918.7669128,8880.396172,6.02,18.7,47
919.26669,8875.286737,6.02,18.7,47
919.7666978,8875.014048,6.02,18.6,47
920.2667031,8870.698947,6.02,18.6,47
920.7666992,8868.007962,6.02,18.6,47
921.2669178,8863.592498,6.02,18.5,47
921.7666889,8858.755675,6.02,18.5,47
922.2666981,8853.361761,6.02,18.4,47
922.7669217,8868.293895,6.02,18.4,47
923.2666942,8862.900057,6.02,18.3,46
923.7669147,8851.427062,6.02,18.3,46
924.2666967,8848.451445,6.02,18.2,46
924.7669247,8843.30488,6.02,18.2,46
925.2667003,8837.377455,6.02,18.1,46
925.7666925,8834.141014,6.02,18,46
926.2666897,8836.298641,6.02,18.1,46
926.7666922,8838.183502,6.02,18.2,46
927.2666925,8845.462354,6.02,18.2,47
927.7666964,8851.389933,6.02,18.3,48
928.2669233,8864.8,6.02,18.4,48
928.7667033,8866.424115,6.02,18.4,49
929.2666892,8873.157589,6.02,18.4,50
929.7666972,8877.994258,6.02,18.5,50
930.2666975,8882.309435,6.02,18.5,50
930.7666986,8883.11556,6.02,18.6,50
931.2669136,8883.863962,6.02,18.6,50
931.7666928,8884.409416,6.02,18.6,50
932.2666903,8884.942852,6.02,18.7,49
932.7667019,8883.863962,6.02,18.7,47
933.2667019,8884.409416,6.02,18.7,46
933.7666897,8884.409416,6.02,18.7,45
934.2666931,8884.681952,6.02,18.7,46
934.7666972,8883.069856,6.02,18.7,45
935.2666856,8872.892172,6.02,18.8,44
935.7666967,8875.037933,6.02,18.8,47
936.2666972,8880.431923,6.02,18.8,50
936.7666931,8884.735158,6.02,18.8,51
937.2666864,8889.844593,6.02,18.8,53
937.7666897,8894.693206,6.02,18.8,54
938.2666869,8900.087273,6.02,18.8,56
938.7666956,8903.31177,6.02,18.8,56
939.2666889,8907.887656,6.02,18.8,56
939.7666867,8906.275407,6.02,18.8,54
940.2666883,8903.857033,6.02,18.8,51
940.7667053,8900.087273,6.02,18.7,50
941.2666942,8899.814545,6.02,18.7,50
941.7666872,8900.087273,6.02,18.7,50
942.26669,8898.463158,6.02,18.7,51
942.7666869,8898.463158,6.02,18.7,51
943.2666861,8897.929761,6.02,18.7,51
943.7666942,8896.578182,6.02,18.7,51
944.2669183,8896.268517,6.02,18.7,51
944.7666972,8894.395598,6.02,18.6,50
945.2666892,8896.268517,6.02,18.6,50
945.7669097,8896.687847,6.02,18.6,50
946.2666872,8896.687847,6.02,18.6,50
946.7666981,8891.045167,6.02,18.6,50
947.2666861,8889.148325,6.02,18.5,50
947.7666883,8885.37845,6.02,18.4,50
948.2669136,8889.130526,6.02,18.4,50
948.7666967,8886.439617,6.02,18.4,51
949.2666956,8885.360766,6.02,18.3,51
949.7666883,8885.088153,6.02,18.3,52
950.2669097,8897.675407,6.02,18.2,52
950.7666919,8896.596746,6.02,18.2,52
951.2666897,8900.899904,6.02,18.3,53
951.7666914,8906.827177,6.02,18.3,53
952.2666978,8913.01512,6.02,18.4,54
952.7669194,8908.621244,6.02,18.4,54
953.2666858,8912.118278,6.02,18.5,54
953.7666878,8916.148708,6.02,18.5,54
954.2666894,8919.124211,6.02,18.5,54
954.7666958,8922.609378,6.02,18.6,54
955.2666889,8925.573014,6.02,18.6,55
955.7666933,8928.524593,6.02,18.6,55
956.2666869,8931.500096,6.02,18.6,55
956.7667006,8927.717321,6.02,18.6,55
957.2667,8930.40823,6.02,18.7,56
957.7666858,8932.020478,6.02,18.7,56
958.2666919,8933.111196,6.02,18.7,56
958.7666892,8936.062967,6.02,18.7,56
959.2666864,8937.141627,6.02,18.7,56
959.7666956,8940.366124,6.02,18.7,56
960.2667028,8943.863349,6.02,18.7,57
